Aikaleima(dd-mm-YYYY HH:MM:SS);Opiskelija;Tehtävä
04-09-2020 16:40:26;Opiskelija_015;L01-T2
04-09-2020 17:35:37;Opiskelija_016;L01-T2
03-09-2020 15:44:07;Opiskelija_017;L01-T2
03-09-2020 16:21:57;Opiskelija_018;L01-T2
03-09-2020 15:01:49;Opiskelija_019;L01-T2
07-09-2020 14:19:07;Opiskelija_020;L01-T2
07-09-2020 18:52:44;Opiskelija_021;L01-T2
02-09-2020 16:32:42;Opiskelija_022;L01-T2
07-09-2020 22:46:02;Opiskelija_023;L01-T2
04-09-2020 16:20:41;Opiskelija_025;L01-T2
03-09-2020 13:18:33;Opiskelija_026;L01-T2
07-09-2020 22:49:13;Opiskelija_028;L01-T2
07-09-2020 13:39:52;Opiskelija_029;L01-T2
02-09-2020 17:07:44;Opiskelija_030;L01-T2
06-09-2020 19:10:28;Opiskelija_031;L01-T2
07-09-2020 17:15:00;Opiskelija_032;L01-T2
06-09-2020 22:10:11;Opiskelija_033;L01-T2
07-09-2020 19:26:19;Opiskelija_034;L01-T2
03-09-2020 20:28:02;Opiskelija_035;L01-T2
06-09-2020 14:31:46;Opiskelija_036;L01-T2
03-09-2020 19:26:08;Opiskelija_038;L01-T2
07-09-2020 20:29:26;Opiskelija_040;L01-T2
07-09-2020 07:25:35;Opiskelija_041;L01-T2
05-09-2020 13:51:08;Opiskelija_042;L01-T2
03-09-2020 18:44:51;Opiskelija_043;L01-T2
08-09-2020 00:13:57;Opiskelija_044;L01-T2
05-09-2020 10:15:14;Opiskelija_045;L01-T2
07-09-2020 08:24:38;Opiskelija_046;L01-T2
06-09-2020 16:36:49;Opiskelija_047;L01-T2
04-09-2020 12:22:08;Opiskelija_048;L01-T2
05-09-2020 20:59:22;Opiskelija_049;L01-T2
02-09-2020 18:36:31;Opiskelija_050;L01-T2
03-09-2020 12:31:59;Opiskelija_051;L01-T2
03-09-2020 11:19:14;Opiskelija_052;L01-T2
06-09-2020 17:02:21;Opiskelija_053;L01-T2
07-09-2020 11:39:30;Opiskelija_054;L01-T2
05-09-2020 11:26:07;Opiskelija_055;L01-T2
03-09-2020 11:51:13;Opiskelija_056;L01-T2
02-09-2020 19:22:14;Opiskelija_057;L01-T2
07-09-2020 21:25:43;Opiskelija_058;L01-T2
07-09-2020 09:40:29;Opiskelija_059;L01-T2
04-09-2020 10:13:20;Opiskelija_060;L01-T2
03-09-2020 15:39:43;Opiskelija_061;L01-T2
04-09-2020 14:40:14;Opiskelija_062;L01-T2
06-09-2020 17:11:45;Opiskelija_063;L01-T2
05-09-2020 10:43:33;Opiskelija_064;L01-T2
07-09-2020 22:46:47;Opiskelija_065;L01-T2
06-09-2020 01:05:23;Opiskelija_066;L01-T2
02-09-2020 15:50:23;Opiskelija_067;L01-T2
03-09-2020 15:08:55;Opiskelija_068;L01-T2
07-09-2020 13:00:14;Opiskelija_069;L01-T2
05-09-2020 13:44:15;Opiskelija_070;L01-T2
03-09-2020 10:39:29;Opiskelija_071;L01-T2
07-09-2020 14:45:26;Opiskelija_072;L01-T2
07-09-2020 18:10:40;Opiskelija_073;L01-T2
03-09-2020 13:18:32;Opiskelija_074;L01-T2
03-09-2020 16:15:33;Opiskelija_075;L01-T2
07-09-2020 19:04:29;Opiskelija_076;L01-T2
04-09-2020 18:18:12;Opiskelija_078;L01-T2
03-09-2020 13:14:32;Opiskelija_079;L01-T2
07-09-2020 13:41:13;Opiskelija_080;L01-T2
04-09-2020 14:40:48;Opiskelija_081;L01-T2
07-09-2020 21:03:22;Opiskelija_082;L01-T2
07-09-2020 12:32:44;Opiskelija_083;L01-T2
03-09-2020 16:24:21;Opiskelija_084;L01-T2
07-09-2020 16:11:09;Opiskelija_085;L01-T2
07-09-2020 19:55:46;Opiskelija_086;L01-T2
04-09-2020 19:41:06;Opiskelija_087;L01-T2
07-09-2020 13:26:53;Opiskelija_088;L01-T2
04-09-2020 15:02:07;Opiskelija_089;L01-T2
02-09-2020 16:36:20;Opiskelija_090;L01-T2
07-09-2020 10:34:48;Opiskelija_091;L01-T2
07-09-2020 16:01:00;Opiskelija_092;L01-T2
05-09-2020 18:06:30;Opiskelija_093;L01-T2
07-09-2020 22:00:05;Opiskelija_094;L01-T2
04-09-2020 15:44:27;Opiskelija_095;L01-T2
05-09-2020 16:38:35;Opiskelija_096;L01-T2
06-09-2020 15:52:54;Opiskelija_097;L01-T2
05-09-2020 14:03:23;Opiskelija_098;L01-T2
03-09-2020 15:39:05;Opiskelija_099;L01-T2
04-09-2020 16:46:46;Opiskelija_100;L01-T2
07-09-2020 18:23:45;Opiskelija_102;L01-T2
05-09-2020 13:17:41;Opiskelija_103;L01-T2
07-09-2020 16:01:00;Opiskelija_104;L01-T2
04-09-2020 18:30:09;Opiskelija_106;L01-T2
06-09-2020 13:24:05;Opiskelija_107;L01-T2
07-09-2020 02:10:03;Opiskelija_108;L01-T2
05-09-2020 13:39:13;Opiskelija_109;L01-T2
08-09-2020 00:01:55;Opiskelija_110;L01-T2
07-09-2020 16:46:27;Opiskelija_111;L01-T2
06-09-2020 13:50:09;Opiskelija_112;L01-T2
05-09-2020 15:49:06;Opiskelija_113;L01-T2
03-09-2020 22:35:51;Opiskelija_115;L01-T2
06-09-2020 17:36:35;Opiskelija_116;L01-T2
03-09-2020 14:41:36;Opiskelija_117;L01-T2
02-09-2020 15:15:55;Opiskelija_118;L01-T2
04-09-2020 14:25:18;Opiskelija_120;L01-T2
04-09-2020 14:08:25;Opiskelija_121;L01-T2
03-09-2020 18:27:12;Opiskelija_122;L01-T2
08-09-2020 01:22:36;Opiskelija_123;L01-T2
07-09-2020 16:56:53;Opiskelija_124;L01-T2
03-09-2020 11:57:56;Opiskelija_126;L01-T2
06-09-2020 19:43:10;Opiskelija_127;L01-T2
07-09-2020 22:30:42;Opiskelija_128;L01-T2
04-09-2020 13:40:48;Opiskelija_129;L01-T2
03-09-2020 14:25:34;Opiskelija_130;L01-T2
08-09-2020 00:07:29;Opiskelija_131;L01-T2
03-09-2020 13:45:30;Opiskelija_132;L01-T2
04-09-2020 14:59:32;Opiskelija_133;L01-T2
07-09-2020 14:47:45;Opiskelija_134;L01-T2
04-09-2020 13:57:33;Opiskelija_135;L01-T2
04-09-2020 09:59:05;Opiskelija_136;L01-T2
04-09-2020 15:47:00;Opiskelija_137;L01-T2
06-09-2020 10:16:53;Opiskelija_138;L01-T2
07-09-2020 20:28:35;Opiskelija_139;L01-T2
06-09-2020 13:42:03;Opiskelija_140;L01-T2
04-09-2020 14:56:13;Opiskelija_141;L01-T2
02-09-2020 16:49:48;Opiskelija_142;L01-T2
03-09-2020 15:57:07;Opiskelija_143;L01-T2
05-09-2020 11:34:10;Opiskelija_144;L01-T2
04-09-2020 14:53:58;Opiskelija_145;L01-T2
07-09-2020 10:32:27;Opiskelija_146;L01-T2
07-09-2020 22:06:36;Opiskelija_147;L01-T2
02-09-2020 16:02:07;Opiskelija_149;L01-T2
07-09-2020 12:33:20;Opiskelija_150;L01-T2
04-09-2020 12:12:29;Opiskelija_151;L01-T2
07-09-2020 17:42:43;Opiskelija_152;L01-T2
04-09-2020 20:22:12;Opiskelija_153;L01-T2
02-09-2020 16:02:47;Opiskelija_154;L01-T2
06-09-2020 17:11:45;Opiskelija_155;L01-T2
04-09-2020 17:54:40;Opiskelija_156;L01-T2
05-09-2020 14:14:42;Opiskelija_157;L01-T2
04-09-2020 11:11:14;Opiskelija_158;L01-T2
03-09-2020 14:34:08;Opiskelija_159;L01-T2
05-09-2020 17:08:08;Opiskelija_160;L01-T2
07-09-2020 23:57:02;Opiskelija_161;L01-T2
04-09-2020 17:50:38;Opiskelija_162;L01-T2
04-09-2020 12:04:50;Opiskelija_163;L01-T2
04-09-2020 14:28:28;Opiskelija_164;L01-T2
07-09-2020 16:01:00;Opiskelija_165;L01-T2
07-09-2020 16:01:00;Opiskelija_166;L01-T2
02-09-2020 16:06:21;Opiskelija_167;L01-T2
06-09-2020 21:02:33;Opiskelija_168;L01-T2
02-09-2020 18:15:57;Opiskelija_169;L01-T2
05-09-2020 13:36:36;Opiskelija_170;L01-T2
03-09-2020 20:25:03;Opiskelija_172;L01-T2
05-09-2020 12:19:22;Opiskelija_173;L01-T2
04-09-2020 14:31:09;Opiskelija_174;L01-T2
03-09-2020 15:05:10;Opiskelija_175;L01-T2
04-09-2020 15:08:00;Opiskelija_176;L01-T2
04-09-2020 13:52:25;Opiskelija_177;L01-T2
07-09-2020 18:53:41;Opiskelija_178;L01-T2
06-09-2020 23:47:55;Opiskelija_179;L01-T2
07-09-2020 16:01:00;Opiskelija_180;L01-T2
05-09-2020 17:31:16;Opiskelija_181;L01-T2
04-09-2020 14:25:23;Opiskelija_182;L01-T2
03-09-2020 13:55:37;Opiskelija_183;L01-T2
07-09-2020 14:38:53;Opiskelija_184;L01-T2
03-09-2020 15:09:07;Opiskelija_185;L01-T2
07-09-2020 17:45:30;Opiskelija_186;L01-T2
03-09-2020 09:45:12;Opiskelija_187;L01-T2
04-09-2020 13:32:56;Opiskelija_188;L01-T2
04-09-2020 20:26:11;Opiskelija_189;L01-T2
02-09-2020 17:07:10;Opiskelija_190;L01-T2
03-09-2020 21:23:54;Opiskelija_191;L01-T2
06-09-2020 19:21:27;Opiskelija_192;L01-T2
07-09-2020 17:46:19;Opiskelija_193;L01-T2
04-09-2020 18:17:35;Opiskelija_194;L01-T2
03-09-2020 17:32:16;Opiskelija_195;L01-T2
03-09-2020 11:47:10;Opiskelija_196;L01-T2
07-09-2020 21:30:24;Opiskelija_197;L01-T2
03-09-2020 16:24:10;Opiskelija_198;L01-T2
07-09-2020 16:36:06;Opiskelija_199;L01-T2
02-09-2020 14:59:24;Opiskelija_200;L01-T2
06-09-2020 18:10:53;Opiskelija_201;L01-T2
03-09-2020 13:00:26;Opiskelija_202;L01-T2
07-09-2020 11:36:28;Opiskelija_203;L01-T2
04-09-2020 14:55:01;Opiskelija_204;L01-T2
03-09-2020 20:21:55;Opiskelija_205;L01-T2
04-09-2020 15:32:10;Opiskelija_206;L01-T2
07-09-2020 16:01:00;Opiskelija_207;L01-T2
03-09-2020 15:20:09;Opiskelija_208;L01-T2
07-09-2020 20:45:39;Opiskelija_209;L01-T2
06-09-2020 17:31:20;Opiskelija_211;L01-T2
03-09-2020 20:48:59;Opiskelija_212;L01-T2
06-09-2020 14:55:39;Opiskelija_214;L01-T2
06-09-2020 19:09:29;Opiskelija_215;L01-T2
02-09-2020 23:12:50;Opiskelija_216;L01-T2
04-09-2020 20:34:32;Opiskelija_217;L01-T2
04-09-2020 15:39:44;Opiskelija_218;L01-T2
07-09-2020 10:37:52;Opiskelija_219;L01-T2
04-09-2020 20:07:22;Opiskelija_220;L01-T2
02-09-2020 16:53:11;Opiskelija_221;L01-T2
04-09-2020 10:57:50;Opiskelija_222;L01-T2
03-09-2020 14:43:08;Opiskelija_223;L01-T2
03-09-2020 18:08:00;Opiskelija_224;L01-T2
05-09-2020 11:04:15;Opiskelija_225;L01-T2
03-09-2020 17:14:22;Opiskelija_226;L01-T2
07-09-2020 09:59:49;Opiskelija_227;L01-T2
07-09-2020 15:57:28;Opiskelija_228;L01-T2
06-09-2020 21:44:33;Opiskelija_229;L01-T2
03-09-2020 11:01:00;Opiskelija_230;L01-T2
03-09-2020 13:10:34;Opiskelija_231;L01-T2
02-09-2020 15:08:05;Opiskelija_232;L01-T2
02-09-2020 19:12:16;Opiskelija_233;L01-T2
02-09-2020 16:42:38;Opiskelija_234;L01-T2
03-09-2020 13:41:31;Opiskelija_235;L01-T2
07-09-2020 19:52:48;Opiskelija_238;L01-T2
03-09-2020 13:19:19;Opiskelija_239;L01-T2
04-09-2020 15:50:30;Opiskelija_240;L01-T2
07-09-2020 16:01:00;Opiskelija_241;L01-T2
07-09-2020 14:36:55;Opiskelija_242;L01-T2
03-09-2020 16:40:45;Opiskelija_243;L01-T2
06-09-2020 22:11:26;Opiskelija_245;L01-T2
07-09-2020 18:44:56;Opiskelija_246;L01-T2
05-09-2020 12:09:05;Opiskelija_247;L01-T2
07-09-2020 18:49:21;Opiskelija_248;L01-T2
04-09-2020 16:57:23;Opiskelija_249;L01-T2
02-09-2020 16:55:10;Opiskelija_250;L01-T2
07-09-2020 15:29:12;Opiskelija_251;L01-T2
06-09-2020 14:00:32;Opiskelija_252;L01-T2
07-09-2020 17:41:41;Opiskelija_253;L01-T2
03-09-2020 15:07:02;Opiskelija_254;L01-T2
02-09-2020 16:36:06;Opiskelija_255;L01-T2
05-09-2020 18:44:37;Opiskelija_256;L01-T2
06-09-2020 22:17:34;Opiskelija_257;L01-T2
03-09-2020 01:22:35;Opiskelija_258;L01-T2
03-09-2020 13:37:13;Opiskelija_259;L01-T2
07-09-2020 20:47:26;Opiskelija_261;L01-T2
02-09-2020 16:25:02;Opiskelija_262;L01-T2
02-09-2020 21:18:59;Opiskelija_263;L01-T2
07-09-2020 17:02:17;Opiskelija_264;L01-T2
04-09-2020 14:17:05;Opiskelija_265;L01-T2
07-09-2020 18:28:23;Opiskelija_266;L01-T2
04-09-2020 20:32:39;Opiskelija_267;L01-T2
02-09-2020 17:40:15;Opiskelija_268;L01-T2
02-09-2020 17:44:25;Opiskelija_269;L01-T2
07-09-2020 08:53:16;Opiskelija_270;L01-T2
03-09-2020 11:49:22;Opiskelija_271;L01-T2
04-09-2020 17:17:19;Opiskelija_272;L01-T2
07-09-2020 20:39:26;Opiskelija_274;L01-T2
03-09-2020 09:39:04;Opiskelija_275;L01-T2
07-09-2020 16:01:00;Opiskelija_276;L01-T2
03-09-2020 15:46:18;Opiskelija_277;L01-T2
03-09-2020 18:56:42;Opiskelija_278;L01-T2
06-09-2020 16:36:23;Opiskelija_279;L01-T2
07-09-2020 10:10:05;Opiskelija_280;L01-T2
06-09-2020 12:58:35;Opiskelija_281;L01-T2
05-09-2020 14:47:43;Opiskelija_282;L01-T2
02-09-2020 14:55:33;Opiskelija_283;L01-T2
07-09-2020 16:08:46;Opiskelija_284;L01-T2
04-09-2020 12:09:03;Opiskelija_286;L01-T2
07-09-2020 19:24:43;Opiskelija_287;L01-T2
03-09-2020 12:17:31;Opiskelija_288;L01-T2
07-09-2020 21:38:28;Opiskelija_289;L01-T2
03-09-2020 23:15:22;Opiskelija_290;L01-T2
07-09-2020 21:55:46;Opiskelija_291;L01-T2
05-09-2020 17:15:10;Opiskelija_292;L01-T2
07-09-2020 16:01:00;Opiskelija_293;L01-T2
03-09-2020 13:17:53;Opiskelija_294;L01-T2
02-09-2020 15:16:43;Opiskelija_295;L01-T2
02-09-2020 15:30:16;Opiskelija_296;L01-T2
04-09-2020 11:39:54;Opiskelija_297;L01-T2
06-09-2020 09:49:48;Opiskelija_298;L01-T2
04-09-2020 22:10:04;Opiskelija_300;L01-T2
05-09-2020 06:18:49;Opiskelija_301;L01-T2
05-09-2020 16:47:57;Opiskelija_302;L01-T2
04-09-2020 08:37:21;Opiskelija_303;L01-T2
03-09-2020 12:20:36;Opiskelija_304;L01-T2
06-09-2020 09:46:09;Opiskelija_305;L01-T2
04-09-2020 10:24:02;Opiskelija_306;L01-T2
02-09-2020 21:50:36;Opiskelija_307;L01-T2
03-09-2020 14:33:57;Opiskelija_308;L01-T2
03-09-2020 19:03:42;Opiskelija_309;L01-T2
08-09-2020 00:57:13;Opiskelija_310;L01-T2
02-09-2020 15:30:55;Opiskelija_311;L01-T2
04-09-2020 17:55:09;Opiskelija_312;L01-T2
05-09-2020 19:21:34;Opiskelija_313;L01-T2
02-09-2020 15:22:38;Opiskelija_315;L01-T2
03-09-2020 11:24:22;Opiskelija_316;L01-T2
02-09-2020 17:08:33;Opiskelija_318;L01-T2
05-09-2020 13:44:16;Opiskelija_319;L01-T2
05-09-2020 11:46:23;Opiskelija_320;L01-T2
03-09-2020 09:49:24;Opiskelija_321;L01-T2
04-09-2020 12:56:05;Opiskelija_322;L01-T2
03-09-2020 16:44:00;Opiskelija_323;L01-T2
04-09-2020 21:43:09;Opiskelija_324;L01-T2
07-09-2020 13:41:10;Opiskelija_325;L01-T2
07-09-2020 18:12:19;Opiskelija_326;L01-T2
02-09-2020 17:38:24;Opiskelija_327;L01-T2
03-09-2020 15:26:08;Opiskelija_328;L01-T2
05-09-2020 11:56:06;Opiskelija_329;L01-T2
03-09-2020 13:43:37;Opiskelija_330;L01-T2
03-09-2020 12:52:32;Opiskelija_331;L01-T2
05-09-2020 16:56:10;Opiskelija_332;L01-T2
07-09-2020 13:53:52;Opiskelija_334;L01-T2
05-09-2020 09:34:29;Opiskelija_335;L01-T2
07-09-2020 13:25:53;Opiskelija_336;L01-T2
03-09-2020 14:39:33;Opiskelija_337;L01-T2
05-09-2020 15:37:34;Opiskelija_338;L01-T2
06-09-2020 16:57:44;Opiskelija_339;L01-T2
07-09-2020 16:01:00;Opiskelija_340;L01-T2
03-09-2020 10:36:45;Opiskelija_341;L01-T2
07-09-2020 15:53:12;Opiskelija_342;L01-T2
07-09-2020 21:03:16;Opiskelija_343;L01-T2
05-09-2020 17:03:35;Opiskelija_344;L01-T2
02-09-2020 16:54:53;Opiskelija_345;L01-T2
06-09-2020 13:31:53;Opiskelija_346;L01-T2
06-09-2020 12:46:45;Opiskelija_347;L01-T2
07-09-2020 16:01:00;Opiskelija_348;L01-T2
07-09-2020 21:23:09;Opiskelija_349;L01-T2
05-09-2020 09:27:25;Opiskelija_350;L01-T2
04-09-2020 12:17:58;Opiskelija_351;L01-T2
07-09-2020 11:18:22;Opiskelija_352;L01-T2
05-09-2020 21:36:00;Opiskelija_353;L01-T2
07-09-2020 19:35:03;Opiskelija_354;L01-T2
03-09-2020 15:37:53;Opiskelija_355;L01-T2
03-09-2020 23:07:23;Opiskelija_356;L01-T2
02-09-2020 17:00:31;Opiskelija_357;L01-T2
07-09-2020 23:18:01;Opiskelija_358;L01-T2
06-09-2020 15:17:40;Opiskelija_359;L01-T2
03-09-2020 15:16:50;Opiskelija_360;L01-T2
05-09-2020 18:02:03;Opiskelija_362;L01-T2
07-09-2020 16:35:33;Opiskelija_363;L01-T2
07-09-2020 16:01:00;Opiskelija_364;L01-T2
04-09-2020 16:19:35;Opiskelija_365;L01-T2
03-09-2020 14:44:58;Opiskelija_366;L01-T2
04-09-2020 12:21:42;Opiskelija_367;L01-T2
07-09-2020 22:43:52;Opiskelija_368;L01-T2
06-09-2020 10:29:21;Opiskelija_369;L01-T2
07-09-2020 23:12:55;Opiskelija_370;L01-T2
03-09-2020 13:23:26;Opiskelija_371;L01-T2
04-09-2020 12:54:37;Opiskelija_372;L01-T2
03-09-2020 10:09:45;Opiskelija_373;L01-T2
02-09-2020 16:28:44;Opiskelija_374;L01-T2
07-09-2020 15:51:28;Opiskelija_375;L01-T2
03-09-2020 12:38:02;Opiskelija_376;L01-T2
07-09-2020 00:00:59;Opiskelija_377;L01-T2
07-09-2020 16:01:00;Opiskelija_378;L01-T2
03-09-2020 16:49:57;Opiskelija_379;L01-T2
04-09-2020 15:04:14;Opiskelija_380;L01-T2
05-09-2020 09:47:40;Opiskelija_381;L01-T2
04-09-2020 17:39:48;Opiskelija_382;L01-T2
04-09-2020 17:06:35;Opiskelija_383;L01-T2
07-09-2020 22:37:37;Opiskelija_384;L01-T2
04-09-2020 16:36:53;Opiskelija_385;L01-T2
04-09-2020 09:34:08;Opiskelija_386;L01-T2
02-09-2020 17:02:25;Opiskelija_387;L01-T2
07-09-2020 21:03:24;Opiskelija_388;L01-T2
06-09-2020 16:28:07;Opiskelija_389;L01-T2
04-09-2020 10:42:38;Opiskelija_390;L01-T2
06-09-2020 21:30:43;Opiskelija_391;L01-T2
04-09-2020 19:28:11;Opiskelija_392;L01-T2
05-09-2020 16:53:48;Opiskelija_393;L01-T2
03-09-2020 16:41:45;Opiskelija_394;L01-T2
04-09-2020 10:17:27;Opiskelija_395;L01-T2
07-09-2020 14:28:40;Opiskelija_396;L01-T2
07-09-2020 18:07:59;Opiskelija_400;L01-T2
07-09-2020 16:01:00;Opiskelija_401;L01-T2
05-09-2020 11:54:38;Opiskelija_402;L01-T2
07-09-2020 22:11:31;Opiskelija_403;L01-T2
04-09-2020 18:17:06;Opiskelija_404;L01-T2
04-09-2020 16:40:57;Opiskelija_405;L01-T2
02-09-2020 16:53:14;Opiskelija_406;L01-T2
04-09-2020 21:10:56;Opiskelija_407;L01-T2
04-09-2020 14:55:51;Opiskelija_408;L01-T2
04-09-2020 16:53:45;Opiskelija_409;L01-T2
02-09-2020 17:38:09;Opiskelija_410;L01-T2
03-09-2020 09:32:48;Opiskelija_411;L01-T2
05-09-2020 14:06:04;Opiskelija_412;L01-T2
07-09-2020 18:03:33;Opiskelija_413;L01-T2
02-09-2020 17:36:33;Opiskelija_414;L01-T2
02-09-2020 16:31:23;Opiskelija_415;L01-T2
07-09-2020 21:55:09;Opiskelija_416;L01-T2
02-09-2020 16:50:51;Opiskelija_417;L01-T2
06-09-2020 17:00:49;Opiskelija_418;L01-T2
07-09-2020 16:01:00;Opiskelija_419;L01-T2
07-09-2020 19:26:37;Opiskelija_420;L01-T2
07-09-2020 14:23:36;Opiskelija_421;L01-T2
06-09-2020 19:26:29;Opiskelija_422;L01-T2
02-09-2020 18:39:00;Opiskelija_423;L01-T2
02-09-2020 15:50:01;Opiskelija_424;L01-T2
02-09-2020 18:01:39;Opiskelija_425;L01-T2
03-09-2020 10:32:37;Opiskelija_427;L01-T2
05-09-2020 16:05:03;Opiskelija_428;L01-T2
07-09-2020 12:24:48;Opiskelija_429;L01-T2
03-09-2020 10:10:15;Opiskelija_430;L01-T2
06-09-2020 22:23:46;Opiskelija_431;L01-T2
03-09-2020 18:18:22;Opiskelija_432;L01-T2
04-09-2020 09:01:11;Opiskelija_434;L01-T2
02-09-2020 15:20:56;Opiskelija_435;L01-T2
05-09-2020 09:05:54;Opiskelija_436;L01-T2
03-09-2020 17:12:49;Opiskelija_437;L01-T2
02-09-2020 21:01:01;Opiskelija_438;L01-T2
04-09-2020 14:35:04;Opiskelija_440;L01-T2
03-09-2020 14:35:00;Opiskelija_441;L01-T2
07-09-2020 19:36:34;Opiskelija_442;L01-T2
03-09-2020 12:21:55;Opiskelija_443;L01-T2
03-09-2020 10:57:31;Opiskelija_444;L01-T2
02-09-2020 16:45:59;Opiskelija_445;L01-T2
07-09-2020 14:31:33;Opiskelija_446;L01-T2
07-09-2020 20:56:00;Opiskelija_448;L01-T2
04-09-2020 19:54:52;Opiskelija_449;L01-T2
04-09-2020 20:18:55;Opiskelija_450;L01-T2
04-09-2020 22:16:35;Opiskelija_451;L01-T2
02-09-2020 16:03:44;Opiskelija_452;L01-T2
02-09-2020 17:41:22;Opiskelija_453;L01-T2
07-09-2020 16:01:00;Opiskelija_454;L01-T2
04-09-2020 20:20:58;Opiskelija_455;L01-T2
04-09-2020 11:03:04;Opiskelija_456;L01-T2
07-09-2020 12:34:00;Opiskelija_457;L01-T2
03-09-2020 11:29:00;Opiskelija_458;L01-T2
03-09-2020 14:11:33;Opiskelija_459;L01-T2
07-09-2020 09:00:28;Opiskelija_461;L01-T2
03-09-2020 10:43:31;Opiskelija_462;L01-T2
07-09-2020 21:13:42;Opiskelija_463;L01-T2
07-09-2020 19:07:54;Opiskelija_464;L01-T2
04-09-2020 12:24:54;Opiskelija_465;L01-T2
07-09-2020 22:46:34;Opiskelija_466;L01-T2
07-09-2020 17:17:39;Opiskelija_467;L01-T2
02-09-2020 17:37:51;Opiskelija_468;L01-T2
03-09-2020 12:53:22;Opiskelija_469;L01-T2
07-09-2020 21:06:28;Opiskelija_470;L01-T2
02-09-2020 20:37:33;Opiskelija_471;L01-T2
04-09-2020 16:12:09;Opiskelija_472;L01-T2
07-09-2020 09:40:33;Opiskelija_474;L01-T2
05-09-2020 18:15:11;Opiskelija_475;L01-T2
06-09-2020 23:20:27;Opiskelija_476;L01-T2
03-09-2020 17:05:16;Opiskelija_477;L01-T2
07-09-2020 16:03:43;Opiskelija_478;L01-T2
06-09-2020 22:57:33;Opiskelija_479;L01-T2
04-09-2020 08:51:38;Opiskelija_480;L01-T2
07-09-2020 13:48:30;Opiskelija_481;L01-T2
02-09-2020 16:24:18;Opiskelija_482;L01-T2
07-09-2020 20:49:32;Opiskelija_483;L01-T2
02-09-2020 18:35:51;Opiskelija_484;L01-T2
07-09-2020 16:45:36;Opiskelija_485;L01-T2
04-09-2020 21:43:34;Opiskelija_486;L01-T2
03-09-2020 11:57:54;Opiskelija_487;L01-T2
03-09-2020 11:01:29;Opiskelija_489;L01-T2
04-09-2020 15:43:51;Opiskelija_490;L01-T2
07-09-2020 19:52:46;Opiskelija_491;L01-T2
02-09-2020 15:59:21;Opiskelija_492;L01-T2
03-09-2020 09:49:01;Opiskelija_493;L01-T2
05-09-2020 22:25:39;Opiskelija_494;L01-T2
02-09-2020 19:00:52;Opiskelija_495;L01-T2
07-09-2020 16:01:00;Opiskelija_496;L01-T2
08-09-2020 00:55:00;Opiskelija_497;L01-T2
08-09-2020 05:53:52;Opiskelija_498;L01-T2
04-09-2020 11:38:42;Opiskelija_499;L01-T2
03-09-2020 09:57:56;Opiskelija_500;L01-T2
07-09-2020 20:49:13;Opiskelija_501;L01-T2
02-09-2020 15:34:13;Opiskelija_502;L01-T2
04-09-2020 14:06:31;Opiskelija_503;L01-T2
07-09-2020 18:46:59;Opiskelija_504;L01-T2
02-09-2020 19:16:16;Opiskelija_505;L01-T2
06-09-2020 12:26:48;Opiskelija_506;L01-T2
07-09-2020 00:46:13;Opiskelija_507;L01-T2
06-09-2020 15:43:08;Opiskelija_508;L01-T2
02-09-2020 15:37:04;Opiskelija_509;L01-T2
03-09-2020 20:26:32;Opiskelija_510;L01-T2
05-09-2020 16:08:40;Opiskelija_511;L01-T2
04-09-2020 18:26:31;Opiskelija_512;L01-T2
03-09-2020 18:21:19;Opiskelija_513;L01-T2
06-09-2020 18:06:00;Opiskelija_514;L01-T2
07-09-2020 16:04:01;Opiskelija_515;L01-T2
07-09-2020 13:06:52;Opiskelija_516;L01-T2
03-09-2020 09:55:03;Opiskelija_517;L01-T2
07-09-2020 15:04:11;Opiskelija_518;L01-T2
04-09-2020 12:28:45;Opiskelija_001;L01-T3
03-09-2020 20:25:20;Opiskelija_002;L01-T3
04-09-2020 14:37:17;Opiskelija_003;L01-T3
04-09-2020 18:11:09;Opiskelija_004;L01-T3
03-09-2020 19:08:01;Opiskelija_005;L01-T3
02-09-2020 17:20:28;Opiskelija_007;L01-T3
03-09-2020 18:36:49;Opiskelija_008;L01-T3
05-09-2020 19:44:12;Opiskelija_009;L01-T3
02-09-2020 15:11:34;Opiskelija_010;L01-T3
04-09-2020 11:54:10;Opiskelija_011;L01-T3
06-09-2020 22:39:00;Opiskelija_012;L01-T3
07-09-2020 18:46:01;Opiskelija_013;L01-T3
07-09-2020 16:01:00;Opiskelija_014;L01-T3
04-09-2020 16:42:01;Opiskelija_015;L01-T3
04-09-2020 17:35:47;Opiskelija_016;L01-T3
03-09-2020 16:18:39;Opiskelija_017;L01-T3
03-09-2020 16:26:15;Opiskelija_018;L01-T3
03-09-2020 15:02:31;Opiskelija_019;L01-T3
07-09-2020 14:19:44;Opiskelija_020;L01-T3
07-09-2020 19:03:19;Opiskelija_021;L01-T3
03-09-2020 12:02:02;Opiskelija_022;L01-T3
07-09-2020 23:40:58;Opiskelija_023;L01-T3
04-09-2020 16:33:16;Opiskelija_025;L01-T3
03-09-2020 13:19:03;Opiskelija_026;L01-T3
07-09-2020 22:54:47;Opiskelija_028;L01-T3
07-09-2020 13:50:36;Opiskelija_029;L01-T3
02-09-2020 17:09:50;Opiskelija_030;L01-T3
06-09-2020 19:32:09;Opiskelija_031;L01-T3
07-09-2020 17:49:40;Opiskelija_032;L01-T3
